Handle,Titl,e,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
1565-professional-measuring-tape-ruler-30-meter,1565,Professional Measuring Tape/Ruler - 30 Meter,Default Title,,,,,1565_30Mtr_Measuring_Tape,,,641
2210-non-stick-reusable-cupcake-baking-slot-tray-for-6-muffin-cup,2210,Non-Stick Reusable Cupcake Baking Slot Tray for 6 Muffin Cup,Default Title,,,,,2210_Steel_6Slot_Muffin_Tray,,,101
2209-heart-shape-cake-mould-non-stick-steel-cake-tray,2209,Heart Shape Cake Mould Non Stick  Steel 1 kg Cake Baking Tray ( 23cm),Default Title,,,,,2209_Steel_Heart_Cake_Mould,,,0
2208-steel-non-stick-round-plate-cake-pizza-tray-baking-mould,2208,Steel Non-Stick Round Plate Cake Pizza Tray Baking Mould,Default Title,,,,,2208_Steel_Pizza_Tray,,,0
2207-non-stick-steel-baking-tray,2207,Non Stick Steel Baking Tray,Default Title,,,,,2207_Steel_Baking_Tray_Blk,,,0
1097-leaf-shape-soap-box-self-draining-bathroom-soap-holder,1097,Leaf Shape Soap Box Self Draining Bathroom Soap Holder,Default Title,,,,,1097_Leaf_Soap_Box,,,456
1096-oral-care-dental-floss-toothpick-sticks,1096,Oral Care Dental Floss Toothpick Sticks,Default Title,,,,,1096_Dental_Floss,,,960
1338-disposable-waterproof-shower-caps,1338,Waterproof shower caps,Default Title,,,,,1338_Bath_Shower_Cap,,,0
1095-simple-wooden-toothpicks-with-dispenser-box,1095,Bamboo Toothpicks with Dispenser Box,Default Title,,,,,1095_Bamboo_Toothpick_1Pc,,,484
1337-professional-stylish-hair-dryers-for-women-and-men-hot-and-cold-dryer,1337,Professional Stylish Hair Dryers For Women And Men (Hot And Cold Dryer),Default Title,,,,,1337_Hair_Dryer_YW2200,,,56
1336-adjustable-folding-shoe-slots-organizer,1336,Adjustable Folding Shoe Slots Organizer,Default Title,,,,,1336_Adjustable_Shoe_Holder,,,0
1093-multi-functional-washing-fruits-and-vegetables-bowl-strainer-with-handle,1093,Multi-Functional Washing Fruits and Vegetables Bowl & Strainer with Handle,Default Title,,,,,1093_handle_Rotating_Basket,,,0
2201-compact-stainless-steel-airtight-lunch-box-set-4-pcs-3-leakproof-containers-and-1-bottle,2201,Compact Stainless Steel Airtight Lunch Box Set - 4 pcs (3 Leakproof Containers and 1 Bottle),Default Title,,,,,2201_4Pc_Steel_Tifin_Box,,,0
2199-multipurpose-vegetable-and-fruit-chopper-cutter-grater-slicer,2199,Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,Default Title,,,,,2199_12In1_Veg_Cutter,,,0
1330-multi-surface-disinfectant-spray-350-ml,1330,Multi Surface Disinfectant Spray (350 ml),Default Title,,,,,1330_Wonder_Guard_Sparay,,,0
1333-mobile-phone-video-screen-magnifier-amplifier-for-eyes-protection,1333,Mobile Phone Video Screen Magnifier Amplifier for Eyes Protection,Default Title,,,,,1333_Mobile_Video_Amplifier,,,126
1092-art-and-craft-color-kit-crayons-water-color-sketch-pens-42-pcs,1092,"Art and Craft Color Kit (Crayons, Water Color, Sketch Pens) - 42 Pcs",Default Title,,,,,1092_Color_Box_42Pc,,,22
1091-art-colour-kit-colours-box-24-pieces,1091,"Art Colour Kit Colours Box, (24 Pieces)",Default Title,,,,,1091_Color_Box_24Pc,,,283
1326-toilet-cleaner-flush-tab-ocean-blue-100-gram,1326,Toilet Cleaner Flush Tab (Ocean Blue) - 100 Gram,Default Title,,,,,1326_Flush_Tab_100G,,,0
1325-toilet-cleaner-flush-tab-ocean-blue-50-gram,1325,Toilet Cleaner Flush Tab (Ocean Blue) - 50 Gram,Default Title,,,,,1325_Flush_Tab_50G,,,0
1327-air-freshener-blocks-50g,1327,Air Freshener Blocks  (50g),Default Title,,,,,1327_Air_Freshener_50G,,,118
1324-naphthalene-balls-multicolour-balls-100-gms,1324,Naphthalene Balls Multicolour Balls (100 GMS),Default Title,,,,,1324_Color_Naphthalene_100G,,,175
1323-naphthalene-balls-white-colour-100-gms,1323,Naphthalene Balls White Colour (100 GMS),Default Title,,,,,1323_White_Naphthalene_100G,,,180
1322-electric-mosquito-killer-led-lamp-light-bug-dispeller-with-suction-fan,1322,Electric Mosquito Killer LED Lamp Light Bug Dispeller with Suction Fan,Default Title,,,,,1322_Suction_Mosquito_Killer,,,0
2198-masala-rangoli-box-dabba-for-keeping-spices,2198,Masala Rangoli Box Dabba for keeping Spices,Default Title,,,,,2198_Squre_Spice_Box,,,1090
1090-multipurpose-foldable-laptop-table-with-cup-holder,1090,Multipurpose Foldable Laptop Table (Multicolour),Default Title,,,,,1090_Foldable_Laptop_Table,,,0
1562-rechargeable-bicycle-led-bright-light-with-horn-speaker,1562,Rechargeable Bicycle LED Bright Light with Horn Speaker,Default Title,,,,,1562_Speaker_Bicycle_Light,,,0
1089-exclusive-decorative-kitchen-fridge-top-cover,1089,Exclusive Decorative Kitchen Fridge Top Cover,Default Title,,,,,1089_Premium_Fridge_Cover,,,87
1088-exclusive-decorative-fridge-top-cover-mats-fridge,1088,Exclusive Decorative Fridge Top Cover for Fridge,Default Title,,,,,1088_Regular_Fridge_Cover,,,93
2196-airtight-kitchen-storage-container-for-multipurpose-use-set-of-2,2196,Airtight Kitchen Storage Container for Multipurpose Use ( Set of 2),Default Title,,,,,2196_2In1_Container,,,645
1560-rechargeable-bicycle-front-waterproof-led-light-white,1560,Rechargeable Bicycle Front Waterproof LED Light (White),Default Title,,,,,1560_White_Disco_Light,,,578
1561-rechargeable-bicycle-front-waterproof-led-light-red,1561,Rechargeable Bicycle Front Waterproof LED Light (Red),Default Title,,,,,1561_Red_Disco_Light,,,640
1559-double-side-scale-triangle-measurement-hand-tool,1559,Heavy Weight Double Side Scale Triangle Measurement Hand Tool,Default Title,,,,,1559_7Inch_Rafter_Square,,,1200
1087-table-placement-for-dinning-table,1087,Table placement for Dinning Table,Default Title,,,,,1087_Table_Placemat_6Pc,,,92
1086-side-scraper-for-cake-with-edge-cake-decorating-tools-4-pack,1086,Side Scraper for Cake with Edge Cake Decorating Tools (4 pack),Default Title,,,,,1086_4Pc_Cake_Scraper,,,273
2195-fish-scale-scraper-skin-peeler-fish-tools-kitchen-gadget,2195,Fish Scale Scraper Skin Peeler Fish Tools Kitchen Gadget,Default Title,,,,,2195_Fish_Scraper,,,596
1558-heavy-duty-steel-silicon-sealant-caulking-gun,1558,Heavy Duty Steel Silicon Sealant Caulking Gun,Default Title,,,,,1558_Steel_Sealant_Gun,,,307
1557-32-in-1-mini-screwdriver-bits-set-with-magnetic-flexible-extension-rod,1557,32 in 1 Mini Screwdriver Bits Set with Magnetic Flexible Extension Rod,Default Title,,,,,1557_32In1_Mini_Screwdriver,,,0
1319-portable-hand-washing-bath-flower-shape-paper-soap-strips-in-test-tube-bottle,1319,Portable Hand Washing Bath Flower Shape Paper Soap Strips In Test Tube Bottle,Default Title,,,,,1319_Tube_Shape_Paper_Shoap,,,546
1318-eye-mask-with-ice-pack-sleeping-mask-for-travelling,1318,Eye Mask with Ice Pack Sleeping Mask for Multipurpose Use,Default Title,,,,,1318_Yoli_Eye_Mask,,,161
1085-motivation-stamps-pencil-top-for-students-kids-10pack,1085,"Motivation Stamps Pencil Top for Students, Kids (10Pack)",Default Title,,,,,1085_10Pc_Seal_Stamp,,,0
1081-round-6-in-1-eraser-box-with-sticker,1081,Round 6 in 1 Eraser Box with Sticker,Default Title,,,,,1081_6in1_Eraser_With_Sticker,,,136
1556-pen-style-design-portable-scissors-for-multipurpose-use,1556,Pen Style Design Portable Scissors for Multipurpose Use,Default Title,,,,,1556_Pen_Scissor,,,124
1316-stainless-steel-fancy-water-bottle-500-ml,1316,Stainless Steel Fancy Water Bottle (500 ml),Default Title,,,,,1316_500Ml_Fancy_Bottle,,,0
1313-nano-mist-sprayer-sanitizer-handy-portable-sprayer,1313,Nano Mist Sprayer Humidifier Handy Portable Sprayer,Default Title,,,,,1313_Nano_Mist_Sprayer,,,131
2193-18-inch-folding-portable-adjustable-step-stool-for-house-office,2193,"18 Inch Folding Portable Adjustable Step Stool for House, Office",Default Title,,,,,2193_18Inch_Folding_Stool,,,0
1315-cockroaches-repellent-chalk-keep-cockroach-away-pack-of-12,1315,Cockroaches Repellent Chalk Keep Cockroach Away (Pack of 12),Default Title,,,,,1315_12Pc_Wonder_Chalk,,,40
1314-cockroaches-repellent-chalk-keep-cockroach-away-from-home,1314,Cockroaches Repellent Chalk Keep Cockroach Away from Home,Default Title,,,,,1314_Wonder_Chalk_1Pc,,,0
1310-anti-splash-urinal-round-screen-mat,1310,Anti Splash Urinal Round Screen Mat (Multicoloured),Default Title,,,,,1310_Round_Urinal_Screen,,,0
1312-powerful-rat-mice-glue-trap-peanut-butter,1312,Powerful Rat/Mice Glue Trap (Peanut Butter),Default Title,,,,,1312_Wonder_Glue_Trap,,,0
1311-fresh-paper-soap-strips-traveling-hand-wash-100pc,1311,Fresh Paper Soap Strips Traveling Hand Wash with Jasmine Fragrance (100 paper soap strips),Default Title,,,,,1311_Soap_Strips_100Pc,,,100
1309-all-metal-cleaner-for-polisher-protectant-cleaner,1309,All Metal Cleaner for Polisher Protectant & Cleaner,Default Title,,,,,1309_200Ml_Metal_Cleaner,,,49
2191-non-stick-microwave-oven-proof-baking-paper,2191,Non Stick Microwave & Oven Proof Baking Paper (10Meter),Default Title,,,,,2191_10Mtr_Baking_Paper,,,321
1555-powerful-hand-saw-with-hardened-steel-blades-450mm,1555,Powerful Hand Saw with Hardened Steel blades 450mm,Default Title,,,,,1555_450Mm_Hand_Saw,,CN,0
2190-plastic-measuring-cups-and-spoons-set-with-box-8-pcs,2190,Plastic Measuring Cups and Spoons Set with Box (8 pcs),Default Title,,,,,2190_Box_Measuring_Cup_8Pc,,,0
2189-adjustable-drain-rack-kitchen-shelf-stainless-steel,2189,Stainless Steel Expandable Kitchen Sink Dish Drainer,Default Title,,,,,2189_Adjustable_SS_Drain_Rack,,,165
1079-adjustable-drawer-organizer-and-kitchen-board-divider,1079,Adjustable Drawer Organizer and Kitchen Board Divider,Default Title,,,,,1079_Drawer_Dividers,,,1028
3669-stylish-gym-bottal,3669,Stylish Gym Bottle,Default Title,,,,,3669_Gym_Bottal,,,294
0459-pencil-style-glass-cutter,459,Pencil Style Glass Cutter,Default Title,,,,,0459_d_pencil_glass_cutter,,,3727
1077-2-in-1-watering-can-with-hand-triggered-sprayer-for-plants,1077,2 in 1 Watering Can with Hand Triggered Sprayer for Plants,Default Title,,,,,1077_2In1_Watering_Can,,,0
0595-high-strength-pp-box-strap-for-semi-automatic-or-manual-roll,595,High Strength PP Box Strap for Semi Automatic or Manual Roll,Default Title,,,,,0595_Box_Strapping_Roll_12Mm,,,94
2188-multipurpose-electric-incense-burner-kapoor-dani-aroma-diffuser-fresher,2188,Multipurpose Electric Incense Burner Kapoor Dani/Aroma Diffuser Fresher,Default Title,,,,,2188_2In1_Kapoor_Dani,,,255
0237-4l-foldable-car-trash-can-storage-organiser,237,-4L Foldable Car Trash Can Storage Organiser,Default Title,,,,,0237_foldable_dustbin,,,1892
a4-paper-multipurpose-earth-friendly-copier-paper,594,A4 Paper Multipurpose Earth-Friendly Copier Paper,Default Title,,,,,0594_A4_Paper_500_Sheet,480220,IN,0
2182-light-weight-plastic-dinner-set-of-36-pieces,2182,Light Weight Plastic Dinner Set of 36 Pieces,Default Title,,,,,2182_36_Pcs_Dinner_Set,,,0
1076-silicon-baking-mould-of-24-cavity,1076,Silicon Bar chocolate Baking Mould of 24-Cavity,Default Title,,,,,1076_Silicon_Mold_24_Cavity,,,198
0673-multipurpose-natural-gum-rubber-reusable-cleaning-gloves,673,Multipurpose Natural Gum Rubber Reusable Cleaning Gloves,Default Title,,,,,0673_Heavy_Gloves_Black,,,450
2183-soup-bowl-set-with-spoon-and-saucer-18-pcs,2183,Soup Bowl Set with Spoon and Saucer - 18 pcs,Default Title,,,,,2183_18_Pcs_Soup_Set,,,0
2185-round-shaped-mini-soup-plates-dishes-6-pcs,2185,Round Shaped Mini Soup Plates/Dishes - 6 pcs,Default Title,,,,,2185_6Pcs_Mini_Soup_Dish,,,0
2184-multipurpose-snack-set-3-pcs-spoon-bowl-and-dish,2184,"Multipurpose Snack Set 3 pcs - Spoon, Bowl and Dish",Default Title,,,,,2184_3Pcs_Snack_Set,,,0
2186-plastic-water-bottle,2186,Plastic Water Bottle,Default Title,,,,,2186_Simple_Water_Bottle,,,22
1554-acrylic-plastic-fibre-sheets-cutter-hook-knife-blade,1554,Acrylic Plastic Fibre Sheets Cutter Hook Knife Blade,Default Title,,,,,1554_K_701_Accrelic_cutter,,,0
1553-anti-skid-plastic-9-holes-magic-wardrobe-folding-hangers,1553,Anti-Skid Plastic 9-Holes Magic Wardrobe Folding Hangers,Default Title,,,,,1553_Premium_9Hole_Hanger,,,0
2181-heavy-duty-dinner-table-forks-for-home-kitchen-pack-of-10,2181,Heavy Duty Dinner Table Forks for Home Kitchen (Pack of 10),Default Title,,,,,2181_Lazy_Fork_10Pc,,,0
1075-reusable-airtight-seal-plastic-food-storage-mason-jar-zipper-1000ml,1075,Reusable Airtight Seal Plastic Food Storage Mason Jar Zipper (1000ml),Default Title,,,,,1075_Big_Jar_Pouch,,,4965
1074-reusable-airtight-seal-plastic-food-storage-mason-jar-zipper-500ml,1074,Reusable Airtight Seal Plastic Food Storage Mason Jar Zipper (500ml),Default Title,,,,,1074_Medium_Jar_Pouch,,,7237
1073-reusable-airtight-seal-plastic-food-storage-mason-jar-zipper-150ml,1073,Reusable Airtight Seal Plastic Food Storage Mason Jar Zipper (150ml),Default Title,,,,,1073_Small_Jar_Pouch,,,2052
1308-silicone-body-back-scrubber-bath-brush-washer-for-dead-skin-removal,1308,Silicone Body Back Scrubber Bath Brush Washer For Dead Skin Removal (With Box),Default Title,,,,,1308_Silicone_Body_Scrubber_Box,,,0
1552-multipurpose-reusable-gel-for-hot-n-cold-therapy,1552,Multipurpose Reusable Gel for Hot n Cold Therapy,Default Title,,,,,1552_Hot_N_Cold_Gel_Pad,,,0
2180-2-in-1-handy-vegetable-chopper-cutter-with-ss-blades-purple-1-ltr,2180,"Manual 2in1 Handy 1 Litre Plastic Dori Chopper, Cutter with SS Blades and Whisker Blade (1000 ml)",Default Title,,,,,2180_2in1_5blade_chopper_1ltr,,,0
1072-high-speed-puzzle-cube,1072,High Speed Puzzle Cube,Default Title,,,,,1072_Chic_Rubic_Cube,,,260
2178-plastic-measuring-cup-set-fort-kitchen-utility-4pc,2178,Plastic Measuring Cup Set  fort Kitchen Utility (4pc) (With box),Default Title,,,,,2178_2in1_Measuring_Cup_4Pc,,,0
1307-magic-sticker-series-self-adhesive-mop-and-broom-holder,2177,Magic Sticker Series Self Adhesive Mop and Broom Holder,Default Title,,,,,2177_Magic_Broom_Holder,,,379
1549-bolt-cutter-wire-breaking-plier,1549,Bolt Cutter Wire Breaking Plier,Default Title,,,,,1549_Blk_Premium_Bolt_Cutter,,,0
2170-spatula-and-pastry-brush-for-cake-mixer,2170,Spatula and Pastry Brush for Cake Decoration,Default Title,,,,,2170_b_grade_spatula_cmb,,,32552
1069-premium-multipurpose-hand-wire-whisk-mixer,1069,Premium Multipurpose Hand Wire Whisk/Mixer,Default Title,,,,,1069_SS_Whisk,,,478
1548-digital-vernier-caliper-for-taking-internal-external-depth-thickness,1548,"Digital Vernier Caliper for Taking Internal, External Depth Thickness",Default Title,,,,,1548_SS_Vernier_Caliper,,,0
2175-multipurpose-vegetable-fruit-chopper-grinder-mixer-slicer,2175,Multipurpose Vegetable Fruit Chopper Grinder Mixer Slicer (750 ml),Default Title,,,,,2175_Lid_Ring_Chopper,,,0
2174-multipurpose-rajwadi-style-spice-pickle-jar-set-4-containers-with-2-spoons,2174,Multipurpose Rajwadi Style Spice & Pickle Jar Set 4 Containers with 2 spoons,Default Title,,,,,2174_Rajwadi_Pickle_Set,,,0
2171-plastic-egg-carry-tray-holder-carrier-storage-box,2171,Plastic Egg Carry Tray Holder Carrier Storage Box,Default Title,,,,,2171_12_Cavity_Egg_Tray,,,257
2173-multipurpose-3-layer-slim-side-space-saving-storage-organizer-rack-shelf,2173,Multipurpose 3 Layer Slim Side Space Saving Storage Organizer Rack Shelf,Default Title,,,,,2173_3Layer_Slim_Rack,,,0
2172-multipurpose-2-layer-slim-side-space-saving-storage-organizer-rack-shelf,2172,Multipurpose 2 Layer Slim Side Space Saving Storage Organizer Rack Shelf,Default Title,,,,,2172_2Layer_Slim_Rack,,,64
0670-plastic-transparent-disposable-clear-gloves-white-1000pc,670,Plastic Transparent Disposable Clear Gloves (White) (100Pc),Default Title,,,,,0670_Disposable_Gloves_100Pc,401590,,0
1306-micro-usb-charging-cable-for-android-phones-1-meter,1306,Micro USB Charging Cable for Android Phones (1 meter),Default Title,,,,,1306_1Mtr_Android_Cable,,,231
1067-plastic-sweets-ladoo-mould-measuring-spoon,1067,Plastic Sweets Ladoo Mould Measuring Spoon,Default Title,,,,,1067_Design_Mould_Spoon,,,105
1068-silicone-spoon-shape-mould-for-multipurpose-use,1068,Plastic Spoon Shape Mould for Multipurpose Use,Default Title,,,,,1068_Plain_Mould_Spoon,,,0
1305-double-edge-shaving-razor-blade-pack-of-48,1305,Double Edge Shaving Razor Blade (Pack of 48),Default Title,,,,,1305_48Pc_Twin_Action_Razor,,,0
1304-double-edge-shaving-razor-blade-pack-of-2,1304,Double Edge Shaving Razor Blade (Pack of 2),Default Title,,,,,1304_2Pc_Twin_Action_Razor,,,0
1546-stainless-steel-tailoring-scissor-sharp-cloth-cutting-for-professionals-8-5inch-golden,1546,Stainless Steel Tailoring Scissor Sharp Cloth Cutting for Professionals (8.5inch) (Golden),Default Title,,,,,1546_8_5inch_gold_plat_scissor,,,156
1547-stainless-steel-tailoring-scissor-sharp-cloth-cutting-for-professionals-9-5inch-golden,1547,Stainless Steel Tailoring Scissor Sharp Cloth Cutting for Professionals (9.5inch) (Golden),Default Title,,,,,1547_9_5inch_gold_plat_scissor,,,184
1302-silicone-body-back-scrubber-double-side-bathing-brush-for-skin-deep-cleaning,1302,Silicone Body Back Scrubber Double Side Bathing Brush for Skin Deep Cleaning,Default Title,,,,,1302_Silicone_Body_Scrubber,,,5266
0857-emoticon-figure-smiling-face-spring-doll-black,857,Superhero figure Spring doll,Default Title,,,,,0857_Fancy_Emoji_Doll,,,0
1545-heavy-duty-bolt-cutter,1545,Heavy Duty Bolt Cutter,Default Title,,,,,1545_Premium_Bolt_Cutter,,,139
1301-head-massager-hairbrush-for-treatment-of-hair,1301,2In1 Head Massager Hairbrush For Treatment of Hair,Default Title,,,,,1301_2In1_Massage_Comb,,,272
1503-wine-glass-rack-holder-upside-down-glass-hanging-organizer,1503,Wine Glass Rack/Holder Upside Down Glass Hanging Organizer,Default Title,,,,,1503_SS_Wine_Glass_Rack,,,0
1502-stainless-steel-perfume-bathroom-kitchen-wall-hanging-storage-rack,1502,Stainless Steel Perfume Bathroom Kitchen Wall Hanging Storage Rack,Default Title,,,,,1502_12Inch_SS_Self_Rack,,,0
1544-self-adhesive-plastic-wall-hook-set-for-home-kitchen-and-other-places-pack-of-9,1544,Self Adhesive Plastic Wall Hook Set for Home Kitchen and Other Places (Pack of 9),Default Title,,,,,1544_Wall_Hooks_9Pcs,,,201
0856-hand-gripper-for-arm-exerciser-wrist-fitness-foam-hand-grip,856,Hand Gripper for arm Exerciser Wrist Fitness Foam Hand Grip,Default Title,,,,,0856_Line_Design_Handpress,,,0
0855-plastics-transparent-jar-shaped-stand-up-pouch-with-zipper,855,Plastics Transparent Jar Shaped Stand-up Pouch With Zipper,Default Title,,,,,0855_3Pc_Jar_Shape_Pouch,,,551
0854-premium-quality-stainless-steel-coconut-opener-tool-driller-with-comfortable-grip,854,Premium Quality Stainless Steel Coconut Opener Tool/Driller with Comfortable Grip,Default Title,,,,,0854_Premium_Coconut_Opener,,,0
1542-combination-stone-sharpener-for-both-knives-and-tool,1542,Combination Stone Sharpener for Both Knives and Tool,Default Title,,,,,1542_Combination_Sharp_Stone,,,0
1280-derma-roller-anti-ageing-and-facial-scrubs-polishes-scar-removal-hair-regrowth,1280,Derma Roller Anti Ageing and Facial Scrubs & Polishes Scar Removal Hair Regrowth,Default Title,,,,,1280_Derma_Roller,,,329
2168-rajwadi-mukhwas-dani-traditional-art-work,2168,Rajwadi Mukhwas Dani Traditional Art Work,Default Title,,,,,2168_Rajwadi_MukhvasDani,,,0
1539-cycle-computer-with-trip-distance-and-timer-durable,1539,Cycle Computer with Trip Distance and Timer Durable,Default Title,,,,,1539_Bicycle_Computer,,,99
1538-self-adhesive-transparent-packing-tape-200-metres,1538,Self Adhesive Transparent Packing Tape- 200 metres,Default Title,,,,,1538_Cello_Tape_200_Mtr,,,41
1537-mens-king-size-formal-handkerchiefs-for-office-use-pack-of-12,1537,Men's King Size Formal Handkerchiefs for Office Use - Pack of 12,Default Title,,,,,1537_12Pc_White_Handkerchief,,,36
1536-universal-14-to-42-inch-fix-led-lcd-tv-monitor-wall-mount-stand,1536,"Universal 14 to 42 Inch Fix LED, LCD TV Monitor Wall Mount Stand",Default Title,,,,,1536_FIx_Stand_Wall_Mount,,,0
1535-movable-wall-mount-stand-for-14-42-inch-lcd-led-tv,1535,Movable Wall Mount Stand for 14-42-inch LCD LED TV,Default Title,,,,,1535_Movable_Stand_Wall_Mount,,,0
2165-transparent-plastic-air-tight-food-storage-container-jar-dispenser-for-kitchen-750-ml,2165,Transparent Plastic Air Tight Food Storage Container Jar Dispenser for Kitchen - 750 ml (Set Of 3),Default Title,,,,,2165_Pet_750Ml_Easy_Flow,,,0
